NAME,COUNTY,GNIS_MATCH,GNIS_COUNT,GNIS_LAT,GNIS_LON,GNIS_SIMIL,INCORP_YR,YR_1850,YR_1860,YR_1870,YR_1880,YR_1890,YR_1900,YR_1910,YR_1920,YR_1930,YR_1940,YR_1950,YR_1960,YR_1970,YR_1980,YR_1990,YR_2000
Trinity River,Trinity,Trinity River Campground,Trinity,41.11264600000,-122.70724550000,0.95294117647,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Truckee,Nevada,Truckee,Nevada,39.32796200000,-120.18325330000,1.00000000000,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2,3,14
Truckee River,Placer,Truckee River,Washoe,39.85740870000,-119.44795650000,0.72480818414,1993,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
Tulare,Tulare,Tulare,Tulare,36.20772880000,-119.34733790000,1.00000000000,0,0,120,0,447,3,2,3,4,6,8,12,14,16,23,33,44
Tule Indian Reservation,Tulare,Strathmore Indian Reservation (historical),Tulare,36.12634060000,-119.06732560000,0.74569616020,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Turlock,Stanislaus,Turlock,Stanislaus,37.49465680000,-120.84659410000,1.00000000000,0,0,0,0,175,203,0,2,3,4,5,6,9,14,26,42,56
Tustin,Orange,Tustin,Orange,33.74585110000,-117.82616600000,1.00000000000,1908,0,0,0,227,0,0,0,0,926,953,1,2,21,32,51,68
Ukiah,Mendocino,Ukiah,Mendocino,39.15017090000,-123.20778310000,1.00000000000,0,0,0,0,933,2,2,2,2,3,4,6,10,10,12,15,15
Union,El Dorado,Union School,El Dorado,38.75129160000,-120.75965550000,0.97500000000,1876,588,320,0,68,0,0,0,0,0,0,0,0,0,0,0,0
Uniontown,Trinity,Uniontown Cemetery,El Dorado,38.79934570000,-120.91216130000,0.66523809524,1959,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper Lake Village,Lake,Upper Lake,Lake,39.16461290000,-122.91055150000,0.93333333333,1906,0,0,0,147,296,0,0,0,0,0,0,0,0,0,0,0
Upper Placerville,El Dorado,Placerville,El Dorado,38.72962520000,-120.79854600000,0.94782608696,0,0,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vaca Station,Solano,Vaca Dixon Substation,Solano,38.40074280000,-121.92052050000,0.79219373411,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0
Vacaville,Solano,Vacaville,Solano,38.35657730000,-121.98774440000,1.00000000000,0,0,0,343,361,725,1,1,1,2,2,3,11,22,43,71,89
Vallejo,Solano,Vallejo,Solano,38.10408640000,-122.25663670000,1.00000000000,0,0,0,0,6,6,8,11,21,16,20,26,61,72,80,109,117
Valley Ford,Sonoma,Valley Ford,Sonoma,38.31797210000,-122.92416350000,1.00000000000,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
Vallicita,Calaveras,Vallecito,Calaveras,38.09019920000,-120.47353220000,0.95898958856,0,0,0,0,214,200,0,0,0,0,0,0,0,0,0,0,0
Ventura (San Buenaventura),Ventura,Ventura,Ventura,34.27833520000,-119.29316760000,0.88000000000,1866,0,628,0,1,2,2,3,4,12,13,17,29,58,74,93,101
Vina Village,Tehama,Vina,Tehama,39.93293600000,-122.05387450000,0.93684210526,1962,0,0,0,93,232,0,0,0,0,0,0,0,0,0,0,0
Virginia,Placer,Virgilia,Plumas,40.01849990000,-121.10551530000,0.68115099392,0,0,0,0,514,0,0,0,0,0,0,0,0,0,0,0,0
Visalia,Tulare,Visalia,Tulare,36.33022840000,-119.29205850000,1.00000000000,0,0,548,913,1,3,3,5,6,7,9,12,16,27,50,76,92
Visitation Valley,San Mateo,Visitacion Valley,San Mateo,37.69354340000,-122.39941570000,0.98524185538,1874,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
Volcano,Amador,Volcano,Amador,38.44296580000,-120.63076280000,1.00000000000,1963,0,0,0,499,358,0,0,0,0,0,0,0,0,0,0,0
Walnut Creek,Contra Costa,Walnut Creek,Contra Costa,38.02408760000,-122.07024150000,1.00000000000,1959,0,0,0,94,0,0,0,538,1,2,2,10,40,53,61,64
Washington,Calaveras,Waddington,Humboldt,40.56707530000,-124.20171990000,0.63989850151,1945,0,0,0,542,0,0,0,0,0,0,0,0,0,0,0,0
Washington,Yolo,Washington School,Yolo,38.59379380000,-121.51690030000,0.97142857143,1945,0,0,0,542,0,0,0,0,0,0,0,0,0,0,0,0
Washington,Nevada,Washington,Nevada,39.35934240000,-120.79910770000,1.00000000000,1945,0,0,0,542,0,0,0,0,0,0,0,0,0,0,0,0
Washington Colony,Fresno,Washington Colony Canal,Fresno,36.66578330000,-119.73208420000,0.95454545455,0,0,0,0,118,929,0,0,0,0,0,0,0,0,0,0,0
Waterford,Stanislaus,Waterford,Stanislaus,37.64132020000,-120.76048340000,1.00000000000,0,0,0,0,63,0,0,0,0,0,0,2,2,2,3,5,7
Watsonville,Santa Cruz,Watsonville,Santa Cruz,36.91023100000,-121.75689460000,1.00000000000,1969,0,398,0,2,2,4,4,5,8,9,12,13,15,24,31,44
Weaverville,Trinity,Weaverville,Trinity,40.73097780000,-122.94197080000,1.00000000000,0,210,777,816,0,0,0,0,0,0,0,0,2,1,3,3,4
Weaverville & vicinity,El Dorado,Placerville,El Dorado,38.72962520000,-120.79854600000,0.78396870902,0,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Damascus,Placer,Damascus,Placer,39.14656700000,-120.71771010000,0.95000000000,1923,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
West Point,Calaveras,West Point,Calaveras,38.39907860000,-120.52742600000,1.00000000000,0,0,0,0,173,266,0,0,0,0,0,0,0,0,0,0,746
Williams,Colusa,Williams,Colusa,39.15461370000,-122.14941870000,1.00000000000,0,0,0,0,279,461,918,0,0,851,814,1,1,2,2,2,4
Willits,Mendocino,Willits,Mendocino,39.40960790000,-123.35556560000,1.00000000000,0,0,0,0,153,815,791,1,1,3,2,3,3,3,4,5,5
Willow Creek,Siskiyou,Willow Creek,Siskiyou,40.97875350000,-122.92030750000,1.00000000000,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0
Willow Creek,Humboldt,Willow Creek,Humboldt,40.24402580000,-124.34254810000,1.00000000000,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0
Willows,Colusa,Willow Creek,Colusa,39.35655310000,-122.08275410000,0.94892476066,0,0,0,0,728,1,0,0,0,0,0,0,0,0,0,0,0
Willows,Glenn,Willows,Glenn,39.52432650000,-122.19359310000,1.00000000000,0,0,0,0,728,1,0,0,0,0,0,0,0,0,0,0,0
Wilmington,Los Angeles,Wilmington,Los Angeles,33.78001800000,-118.26257110000,1.00000000000,1886,0,0,0,911,687,0,0,0,0,0,0,0,0,0,0,0
Windsor,Sonoma,Windsor,Sonoma,38.54713270000,-122.81638020000,1.00000000000,0,0,0,0,120,0,0,0,0,0,0,0,0,2,0,13,23
Winters,Yolo,Winters,Yolo,38.52490650000,-121.97080170000,1.00000000000,1992,0,0,0,523,0,785,910,903,896,1,1,2,2,3,5,6
Wisconsin Hill,Placer,Mill Creek,Placer,39.07017700000,-120.78965550000,0.63572965992,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0
Woodbridge,San Joaquin,Woodbridge,San Joaquin,38.15408490000,-121.30133700000,1.00000000000,0,0,0,0,245,288,0,0,0,0,0,0,0,1,2,3,0
Woodland,Yolo,Woodland,Yolo,38.67851570000,-121.77329710000,1.00000000000,1941,0,0,0,2,3,3,3,4,6,7,9,14,21,30,40,49
Yankee Jim's,Placer,Yankee Jims,Placer,39.02934280000,-120.86160290000,0.98712446352,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
You Bet,Nevada,You Bet,Nevada,39.20906330000,-120.89994200000,1.00000000000,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0
Yountville,Napa,Yountville,Napa,38.40157810000,-122.36081050000,1.00000000000,0,0,0,0,256,231,0,0,0,0,0,0,0,2,3,3,3
Yreka,Siskiyou,Yreka,Siskiyou,41.73541870000,-122.63447080000,1.00000000000,1956,0,0,0,1,1,1,1,1,2,2,3,5,5,6,7,7
Yuba City & Vicinity,Sutter,Yuba City,Sutter,39.14044770000,-121.61691080000,0.95000000000,1908,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
